cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
0,"MR Ikbal, S Arabia, R Alroobaea, AS Ghiduk, ...","Performance Evaluation of Xen, KVM, and Proxmox Hypervisors",2018.0,Performance …,academia.edu,https://www.academia.edu/download/87934304/1287804d6b7aee0fb7e8b04022389837e3ad.pdf,,392,8/22/24 10:20,PDF,,,,,,,,0,0.0,0,5,6.0,"… This paper performs a comprehensive performance evaluation and benchmark three main open source hardware-assisted hypervisors: XenServer (2017), KVM (Kernel Virtual Machine…",https://www.academia.edu/download/87934304/1287804d6b7aee0fb7e8b04022389837e3ad.pdf,https://scholar.google.com/scholar?q=related:eqOIanN3JkEJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"performance evaluation of xen, kvm, and proxmox hypervisors",
213,"Fabian Isensee, Paul F. Jager, Simon A. A. Kohl, Jens Petersen, Klaus Maier-Hein",Automated Design of Deep Learning Methods for Biomedical Image Segmentation,2019.0,,,,,550,8/22/24 15:04,,,,,,,,,213,42.6,43,5,5.0,"Biomedical imaging is a driver of scientific discovery and core component of medical care, currently stimulated by the field of deep learning. While semantic segmentation algorithms enable 3D image analysis and quantification in many applications, the design of respective specialised solutions is non-trivial and highly dependent on dataset properties and hardware conditions. We propose nnU-Net, a deep learning framework that condenses the current domain knowledge and autonomously takes the key decisions required to transfer a basic architecture to different datasets and segmentation tasks. Without manual tuning, nnU-Net surpasses most specialised deep learning pipelines in 19 public international competitions and sets a new state of the art in the majority of the 49 tasks. The results demonstrate a vast hidden potential in the systematic adaptation of deep learning methods to different datasets. We make nnU-Net publicly available as an open-source tool that can effectively be used out-of-the-box, rendering state of the art segmentation accessible to non-experts and catalyzing scientific progress as a framework for automated method design.",,,automated design of deep learning methods for biomedical image segmentation,
186,"F. Voigt, Daniel Kirschenbaum, Evgenia Platonova, S. Pagès, Robert A. A. Campbell, Rahel Kastli, Martina Schaettin, Ladan Egolf, Alexander van der Bourg, P. Bethge, Karen Haenraets, N. Frézel, T. Topilko, P. Perin, D. Hillier, Sven Hildebrand, Anna Schueth, A. Roebroeck, B. Roska, E. Stoeckli, R. Pizzala, N. Renier, H. Zeilhofer, T. Karayannis, U. Ziegler, L. Batti, A. Holtmaat, C. Lüscher, A. Aguzzi, F. Helmchen",The mesoSPIM initiative – open-source light-sheet microscopes for imaging cleared tissue,2019.0,,,,,213,8/22/24 15:04,,10.1038/s41592-019-0554-0,,,,,,,186,37.2,19,30,5.0,,,,the mesospim initiative – open-source light-sheet microscopes for imaging cleared tissue,10.1038/s41592-019-0554-0
163,"Paras Jain, Ajay Jain, Aniruddha Nrusimha, A. Gholami, P. Abbeel, K. Keutzer, Ion Stoica, Joseph Gonzalez",Checkmate: Breaking the Memory Wall with Optimal Tensor Rematerialization,2019.0,,,,,572,8/22/24 15:04,,,,,,,,,163,32.6,20,8,5.0,"We formalize the problem of trading-off DNN training time and memory requirements as the tensor rematerialization optimization problem, a generalization of prior checkpointing strategies. We introduce Checkmate, a system that solves for optimal rematerialization schedules in reasonable times (under an hour) using off-the-shelf MILP solvers or near-optimal schedules with an approximation algorithm, then uses these schedules to accelerate millions of training iterations. Our method scales to complex, realistic architectures and is hardware-aware through the use of accelerator-specific, profile-based cost models. In addition to reducing training cost, Checkmate enables real-world networks to be trained with up to 5.1x larger input sizes. Checkmate is an open-source project, available at this https URL.",,,checkmate: breaking the memory wall with optimal tensor rematerialization,
145,F.F. Voigt,The mesoSPIM initiative: open-source light-sheet microscopes for imaging cleared tissue,2019.0,Nature Methods,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073823668&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073823668&origin=inward,13,8/22/24 16:58,Article,10.1038/s41592-019-0554-0,1548-7091,https://api.elsevier.com/content/abstract/scopus_id/85073823668,16.0,11.0,1105.0,1108.0,145,29.0,145,1,5.0,,,,the mesospim initiative: open-source light-sheet microscopes for imaging cleared tissue,10.1038/s41592-019-0554-0
131,"Abubakar Abid, Ali Abdalla, Ali Abid, Dawood Khan, Abdulrahman Alfozan, James Y. Zou",Gradio: Hassle-Free Sharing and Testing of ML Models in the Wild,2019.0,,,,,584,8/22/24 15:04,,,,,,,,,131,26.2,22,6,5.0,"Accessibility is a major challenge of machine learning (ML). Typical ML models are built by specialists and require specialized hardware/software as well as ML experience to validate. This makes it challenging for non-technical collaborators and endpoint users (e.g. physicians) to easily provide feedback on model development and to gain trust in ML. The accessibility challenge also makes collaboration more difficult and limits the ML researcher's exposure to realistic data and scenarios that occur in the wild. To improve accessibility and facilitate collaboration, we developed an open-source Python package, Gradio, which allows researchers to rapidly generate a visual interface for their ML models. Gradio makes accessing any ML model as easy as sharing a URL. Our development of Gradio is informed by interviews with a number of machine learning researchers who participate in interdisciplinary collaborations. Their feedback identified that Gradio should support a variety of interfaces and frameworks, allow for easy sharing of the interface, allow for input manipulation and interactive inference by the domain expert, as well as allow embedding the interface in iPython notebooks. We developed these features and carried out a case study to understand Gradio's usefulness and usability in the setting of a machine learning collaboration between a researcher and a cardiologist.",,,gradio: hassle-free sharing and testing of ml models in the wild,
124,"Matthew O'Kelly, Hongrui Zheng, D. Karthik, Rahul Mangharam",F1TENTH: An Open-source Evaluation Environment for Continuous Control and Reinforcement Learning,2019.0,,,,,194,8/22/24 15:04,,,,,,,,,124,24.8,31,4,5.0,"The deployment and evaluation of learning algorithms on autonomous vehicles (AV) is expensive, slow, and potentially unsafe. This paper details the F1TENTH autonomous racing platform, an open-source evaluation framework for training, testing, and evaluating autonomous systems. With 1/10th-scale low-cost hardware and multiple virtual environments, F1TENTH enables safe and rapid experimentation of AV algorithms even in laboratory research settings. We present three benchmark tasks and baselines in the setting of autonomous racing, demonstrating the (cid:13)exibility and features of our evaluation environment",,,f1tenth: an open-source evaluation environment for continuous control and reinforcement learning,
111,"Michael Ahn, Henry Zhu, Kristian Hartikainen, Hugo Ponte, Abhishek Gupta, S. Levine, Vikash Kumar",ROBEL: Robotics Benchmarks for Learning with Low-Cost Robots,2019.0,,,,,590,8/22/24 15:04,,,,,,,,,111,22.2,16,7,5.0,"ROBEL is an open-source platform of cost-effective robots designed for reinforcement learning in the real world. ROBEL introduces two robots, each aimed to accelerate reinforcement learning research in different task domains: D'Claw is a three-fingered hand robot that facilitates learning dexterous manipulation tasks, and D'Kitty is a four-legged robot that facilitates learning agile legged locomotion tasks. These low-cost, modular robots are easy to maintain and are robust enough to sustain on-hardware reinforcement learning from scratch with over 14000 training hours registered on them to date. To leverage this platform, we propose an extensible set of continuous control benchmark tasks for each robot. These tasks feature dense and sparse task objectives, and additionally introduce score metrics as hardware-safety. We provide benchmark scores on an initial set of tasks using a variety of learning-based methods. Furthermore, we show that these results can be replicated across copies of the robots located in different institutions. Code, documentation, design files, detailed assembly instructions, final policies, baseline details, task videos, and all supplementary materials required to reproduce the results are available at www.roboticsbenchmarks.org.",,,robel: robotics benchmarks for learning with low-cost robots,
102,"Adithyavairavan Murali, Tao Chen, Kalyan Vasudev Alwala, Dhiraj Gandhi, Lerrel Pinto, Saurabh Gupta, A. Gupta",PyRobot: An Open-source Robotics Framework for Research and Benchmarking,2019.0,,,,,195,8/22/24 15:04,,,,,,,,,102,20.4,15,7,5.0,"This paper introduces PyRobot, an open-source robotics framework for research and benchmarking. PyRobot is a light-weight, high-level interface on top of ROS that provides a consistent set of hardware independent mid-level APIs to control different robots. PyRobot abstracts away details about low-level controllers and inter-process communication, and allows non-robotics researchers (ML, CV researchers) to focus on building high-level AI applications. PyRobot aims to provide a research ecosystem with convenient access to robotics datasets, algorithm implementations and models that can be used to quickly create a state-of-the-art baseline. We believe PyRobot, when paired up with low-cost robot platforms such as LoCoBot, will reduce the entry barrier into robotics, and democratize robotics. PyRobot is open-source, and can be accessed via this https URL.",,,pyrobot: an open-source robotics framework for research and benchmarking,
80,"Juhyun Lee, Nikolay Chirkov, Ekaterina Ignasheva, Yury Pisarchyk, Mogan Shieh, F. Riccardi, Raman Sarokin, Andrei Kulik, Matthias Grundmann",On-Device Neural Net Inference with Mobile GPUs,2019.0,,,,,618,8/22/24 15:04,,,,,,,,,80,16.0,9,9,5.0,"On-device inference of machine learning models for mobile phones is desirable due to its lower latency and increased privacy. Running such a compute-intensive task solely on the mobile CPU, however, can be difficult due to limited computing power, thermal constraints, and energy consumption. App developers and researchers have begun exploiting hardware accelerators to overcome these challenges. Recently, device manufacturers are adding neural processing units into high-end phones for on-device inference, but these account for only a small fraction of hand-held devices. In this paper, we present how we leverage the mobile GPU, a ubiquitous hardware accelerator on virtually every phone, to run inference of deep neural networks in real-time for both Android and iOS devices. By describing our architecture, we also discuss how to design networks that are mobile GPU-friendly. Our state-of-the-art mobile GPU inference engine is integrated into the open-source project TensorFlow Lite and publicly available at this https URL.",,,on-device neural net inference with mobile gpus,
74,"N. Dattani, Szilárd Szalay, N. Chancellor",Pegasus: The second connectivity graph for large-scale quantum annealing hardware,2019.0,,,,,388,8/22/24 15:04,,,,,,,,,74,14.8,25,3,5.0,"Pegasus is a graph which offers substantially increased connectivity between the qubits of quantum annealing hardware compared to the graph Chimera. It is the first fundamental change in the connectivity graph of quantum annealers built by D-Wave since Chimera was introduced in 2009 and then used in 2011 for D-Wave's first commercial quantum annealer. In this article we describe an algorithm which defines the connectivity of Pegasus and we provide what we believe to be the best way to graphically visualize Pegasus in order to see which qubits couple to each other. As supplemental material, we provide a wide variety of different visualizations of Pegasus which expose different properties of the graph in different ways. We provide an open source code for generating the many depictions of Pegasus that we show.",,,pegasus: the second connectivity graph for large-scale quantum annealing hardware,
73,"A. Shamis, A. Chamayou, Christine Avanessians, C. Wintersteiger, Edward Ashton, Felix Schuster, C. Fournet, Julien Maffre, Kartik Nayak, M. Russinovich, M. Kerner, M. Castro, T. Moscibroda, Olga Vrousgou, Roy Schwartz, S. Krishna, S. Clebsch, O. Ohrimenko",CCF: A Framework for Building Confidential Verifiable Replicated Services,2019.0,,,,,621,8/22/24 15:04,,,,,,,,,73,14.6,7,18,5.0,"We present CCF, a framework to build permissioned confidential blockchains. CCF provides a simple programming model of a highly-available data store and a universally-verifiable log that implements a ledger abstraction. CCF leverages trust in a consortium of governing members and in a network of replicated hardware-protected execution environments to achieve high throughput, low latency, strong integrity and strong confidentiality for application data and code executing on the ledger. CCF embeds consensus protocols with Byzantine and crash faulttolerant configurations. All configurations support strong service integrity based on the ledger contents. Even if some replicas are corrupt or their keys are compromised, they can be blamed based on their signed evidence of malicious activity recorded in the ledger. CCF supports transparent, programmable governance where the power of the consortium members is tunable and their activity is similarly recorded in the ledger for full auditability. We are developing an open-source implementation of CCF based on SGX-enabled Azure Confidential Compute, built on top of the Open Enclave SDK. Experimental results show that this implementation achieves throughput/latency tradeoffs up to 3 orders of magnitude better than previous confidential blockchain designs. Its code and documentation are available at https: //github.com/Microsoft/CCF.",,,ccf: a framework for building confidential verifiable replicated services,
71,G. Dessouky,Hardfails: Insights into software-exploitable hardware bugs,2019.0,Proceedings of the 28th USENIX Security Symposium,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076345832&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076345832&origin=inward,51,8/22/24 16:58,Conference Paper,,,https://api.elsevier.com/content/abstract/scopus_id/85076345832,,,213.0,230.0,71,14.2,71,1,5.0,,,,hardfails: insights into software-exploitable hardware bugs,
68,"T. Ajayi, D. Blaauw, T. Chan, C. Cheng, V. A. Chhabria, D. K. Choo, M. Coltella, R. Dreslinski, Mateus Fogac¸a, S. Hashemi, A. Ibrahim, A. Kahng, M. Kim, J. Li, Z. Liang, U. Mallappa, P. Pénzes, G. Pradipta, S. Reda, A. Rovinski, K. Samadi, S. Sapatnekar, L. Saul, C. Sechen, V. Srinivas, W. Swartz, D. Sylvester, D. Urquhart, L. Wang, M. Woo, B. Xu","OpenROAD: Toward a Self-Driving, Open-Source Digital Layout Implementation Tool Chain",2019.0,,,,,216,8/22/24 15:04,,,,,,,,,68,13.6,7,31,5.0,"—We describe the scope and initial efforts of Open-ROAD, a project in the DARPA IDEA program that pursues open-source tools for 24-hour, “no human in the loop” digital layout generation across integrated circuit, package and board domains. If successful, OpenROAD will help realize the IDEA goal of “democratization of hardware design”, by reducing cost, expertise, schedule and risk barriers that confront system designers today. Several novel technical directions follow directly from the IDEA program’s 24-hour, no-humans goals. These include (i) enablement of pervasive machine learning in and around design tools and ﬂows, (ii) parallel search and optimization to exploit available cloud resources, (iii) partitioning and problem decomposition to reduce solution latency, and (iv) layout generation methodologies that provide “freedoms from choice” without undue loss of design quality. Further, the development of open-source, self-driving design tools is in and of itself a “moon shot” with numerous technical and cultural challenges.",,,"openroad: toward a self-driving, open-source digital layout implementation tool chain",
64,"Stavros Efthymiou, J. Hidary, Stefan Leichenauer",TensorNetwork for Machine Learning,2019.0,,,,,642,8/22/24 15:04,,,,,,,,,64,12.8,21,3,5.0,"We demonstrate the use of tensor networks for image classification with the TensorNetwork open source library. We explain in detail the encoding of image data into a matrix product state form, and describe how to contract the network in a way that is parallelizable and well-suited to automatic gradients for optimization. Applying the technique to the MNIST and Fashion-MNIST datasets we find out-of-the-box performance of 98% and 88% accuracy, respectively, using the same tensor network architecture. The TensorNetwork library allows us to seamlessly move from CPU to GPU hardware, and we see a factor of more than 10 improvement in computational speed using a GPU.",,,tensornetwork for machine learning,
61,"E Viciana, A Alcayde, FG Montoya, R Baños, ...",An open hardware design for internet of things power quality and energy saving solutions,2019.0,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/19/3/627,https://scholar.google.com/scholar?cites=3774998352325018101&as_sdt=2005&sciodt=2007&hl=en,121,8/22/24 10:20,HTML,,,,,,,,61,12.2,12,5,5.0,"… quality disturbance detection; empirical mode decomposition [… It is low-cost, single-phase open-hardware, with advanced … professional low-cost open-source hardware device for power …",https://www.mdpi.com/1424-8220/19/3/627,https://scholar.google.com/scholar?q=related:9YEEKgB9YzQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,an open hardware design for internet of things power quality and energy saving solutions,
54,"Hasan Genç, Ameer Haj-Ali, Vighnesh Iyer, Alon Amid, Howard Mao, J. Wright, Colin Schmidt, Jerry Zhao, Albert J. Ou, Max Banister, Y. Shao, B. Nikolić, Ion Stoica, K. Asanović",Gemmini: An Agile Systolic Array Generator Enabling Systematic Evaluations of Deep-Learning Architectures,2019.0,,,,,645,8/22/24 15:04,,,,,,,,,54,10.8,5,14,5.0,"Advances in deep learning and neural networks have resulted in the rapid development of hardware accelerators that support them. A large majority of ASIC accelerators, however, target a single hardware design point to accelerate the main computational kernels of deep neural networks such as convolutions or matrix multiplication. On the other hand, the spectrum of use-cases for neural network accelerators, ranging from edge devices to cloud, presents a prime opportunity for agile hardware design and generator methodologies. We present Gemmini -- an open source and agile systolic array generator enabling systematic evaluations of deep-learning architectures. Gemmini generates a custom ASIC accelerator for matrix multiplication based on a systolic array architecture, complete with additional functions for neural network inference. Gemmini runs with the RISC-V ISA, and is integrated with the Rocket Chip System-on-Chip generator ecosystem, including Rocket in-order cores and BOOM out-of-order cores. Through an elaborate design space exploration case study, this work demonstrates the selection processes of various parameters for the use-case of inference on edge devices. Selected design points achieve two to three orders of magnitude speedup in deep neural network inference compared to the baseline execution on a host processor. Gemmini-generated accelerators were used in the fabrication of test systems-on-chip in TSMC 16nm and Intel 22FFL process technologies.",,,gemmini: an agile systolic array generator enabling systematic evaluations of deep-learning architectures,
49,"J Yun, J Woo",A comparative analysis of deep learning and machine learning on detecting movement directions using PIR sensors,2019.0,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8946758/,https://scholar.google.com/scholar?cites=1810546356250724813&as_sdt=2005&sciodt=2007&hl=en,321,8/22/24 10:20,,,,,,,,,49,9.8,25,2,5.0,… Our results are particularly exciting because they show an empirical analysis on which type of … We will describe other advantages of using open-source hardware and software platforms …,https://ieeexplore.ieee.org/iel7/6488907/6702522/08946758.pdf,https://scholar.google.com/scholar?q=related:zcmzfVFaIBkJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,a comparative analysis of deep learning and machine learning on detecting movement directions using pir sensors,
43,"A. Ali, C. Cote, Mohammad Heidarinejad, B. Stephens",Elemental: An Open-Source Wireless Hardware and Software Platform for Building Energy and Indoor Environmental Monitoring and Control,2019.0,,,,,110,8/22/24 15:04,,10.3390/s19184017,,,,,,,43,8.6,11,4,5.0,"This work demonstrates an open-source hardware and software platform for monitoring the performance of buildings, called Elemental, that is designed to provide data on indoor environmental quality, energy usage, HVAC operation, and other factors to its users. It combines: (i) custom printed circuit boards (PCBs) with RFM69 frequency shift keying (FSK) radio frequency (RF) transceivers for wireless sensors, control nodes, and USB gateway, (ii) a Raspberry Pi 3B with custom firmware acting as either a centralized or distributed backhaul, and (iii) a custom dockerized application for the backend called Brood that serves as the director software managing message brokering via Message Queuing Telemetry Transport (MQTT) protocol using VerneMQ, database storage using InfluxDB, and data visualization using Grafana. The platform is built around the idea of a private, secure, and open technology for the built environment. Among its many applications, the platform allows occupants to investigate anomalies in energy usage, environmental quality, and thermal performance via a comprehensive dashboard with rich querying capabilities. It also includes multiple frontends to view and analyze building activity data, which can be used directly in building controls or to provide recommendations on how to increase operational efficiency or improve operating conditions. Here, we demonstrate three distinct applications of the Elemental platform, including: (1) deployment in a research lab for long-term data collection and automated analysis, (2) use as a full-home energy and environmental monitoring solution, and (3) fault and anomaly detection and diagnostics of individual building systems at the zone-level. Through these applications we demonstrate that the platform allows easy and virtually unlimited datalogging, monitoring, and analysis of real-time sensor data with low setup costs. Low-power sensor nodes placed in abundance in a building can also provide precise and immediate fault-detection, allowing for tuning equipment for more efficient operation and faster maintenance during the lifetime of the building.",,,elemental: an open-source wireless hardware and software platform for building energy and indoor environmental monitoring and control,10.3390/s19184017
38,R. Holler,Open-Source RISC-V Processor IP Cores for FPGAs - Overview and Evaluation,2019.0,"2019 8th Mediterranean Conference on Embedded Computing, MECO 2019 - Proceedings",,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073889010&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073889010&origin=inward,114,8/22/24 16:58,Conference Paper,10.1109/MECO.2019.8760205,,https://api.elsevier.com/content/abstract/scopus_id/85073889010,,,,,38,7.6,38,1,5.0,,,,open-source risc-v processor ip cores for fpgas - overview and evaluation,10.1109/meco.2019.8760205
37,"Akram Syed Ali, Christopher Cote, Mohammad Heidarinejad, Brent Stephens",<i>Elemental</i>: An Open-Source Wireless Hardware and Software Platform for Building Energy and Indoor Environmental Monitoring and Control,2019.0,Sensors,Mdpi,,,67,8/22/24 16:58,Article,10.3390/s19184017,1424-8220,,19.0,18.0,,,37,7.4,9,4,5.0,"This work demonstrates an open-source hardware and software platform for monitoring the performance of buildings, called Elemental, that is designed to provide data on indoor environmental quality, energy usage, HVAC operation, and other factors to its users. It combines: (i) custom printed circuit boards (PCBs) with RFM69 frequency shift keying (FSK) radio frequency (RF) transceivers for wireless sensors, control nodes, and USB gateway, (ii) a Raspberry Pi 3B with custom firmware acting as either a centralized or distributed backhaul, and (iii) a custom dockerized application for the backend called Brood that serves as the director software managing message brokering via Message Queuing Telemetry Transport (MQTT) protocol using VerneMQ, database storage using InfluxDB, and data visualization using Grafana. The platform is built around the idea of a private, secure, and open technology for the built environment. Among its many applications, the platform allows occupants to investigate anomalies in energy usage, environmental quality, and thermal performance via a comprehensive dashboard with rich querying capabilities. It also includes multiple frontends to view and analyze building activity data, which can be used directly in building controls or to provide recommendations on how to increase operational efficiency or improve operating conditions. Here, we demonstrate three distinct applications of the Elemental platform, including: (1) deployment in a research lab for long-term data collection and automated analysis, (2) use as a full-home energy and environmental monitoring solution, and (3) fault and anomaly detection and diagnostics of individual building systems at the zone-level. Through these applications we demonstrate that the platform allows easy and virtually unlimited datalogging, monitoring, and analysis of real-time sensor data with low setup costs. Low-power sensor nodes placed in abundance in a building can also provide precise and immediate fault-detection, allowing for tuning equipment for more efficient operation and faster maintenance during the lifetime of the building.",,,<i>elemental</i>: an open-source wireless hardware and software platform for building energy and indoor environmental monitoring and control,10.3390/s19184017
36,"Saurabh Jha, Timothy Tsai, S. Hari, Michael B. Sullivan, Z. Kalbarczyk, S. Keckler, R. Iyer",Kayotee: A Fault Injection-based System to Assess the Safety and Reliability of Autonomous Vehicles to Faults and Errors,2019.0,,,,,683,8/22/24 15:04,,,,,,,,,36,7.2,5,7,5.0,"Fully autonomous vehicles (AVs), i.e., AVs with autonomy level 5, are expected to dominate road transportation in the near-future and contribute trillions of dollars to the global economy. The general public, government organizations, and manufacturers all have significant concern regarding resiliency and safety standards of the autonomous driving system (ADS) of AVs . In this work, we proposed and developed (a) `Kayotee' - a fault injection-based tool to systematically inject faults into software and hardware components of the ADS to assess the safety and reliability of AVs to faults and errors, and (b) an ontology model to characterize errors and safety violations impacting reliability and safety of AVs. Kayotee is capable of characterizing fault propagation and resiliency at different levels - (a) hardware, (b) software, (c) vehicle dynamics, and (d) traffic resilience. We used Kayotee to study a proprietary ADS technology built by Nvidia corporation and are currently applying Kayotee to other open-source ADS systems.",,,kayotee: a fault injection-based system to assess the safety and reliability of autonomous vehicles to faults and errors,
34,"C Jinbo, C Xiangliang, F Han-Chi, A Lam",RETRACTED ARTICLE: Agricultural product monitoring system supported by cloud computing,2019.0,Cluster Computing,Springer,https://link.springer.com/article/10.1007/s10586-018-2022-5,https://scholar.google.com/scholar?cites=5299205704020965307&as_sdt=2005&sciodt=2007&hl=en,351,8/22/24 10:20,,10.1007/s10586-018-2022-5,,,,,,,34,6.8,9,4,5.0,"… and agriculture environmental pollution, a networking application system for modern agriculture is constructed, and networking intelligent gateway based on open source hardware is …",,https://scholar.google.com/scholar?q=related:u7fk64KPikkJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,retracted article: agricultural product monitoring system supported by cloud computing,10.1007/s10586-018-2022-5
32,Abraham Gonzalez,Replicating and Mitigating Spectre Attacks on a Open Source RISC-V Microarchitecture,2019.0,,,,,224,8/22/24 15:04,,,,,,,,,32,6.4,32,1,5.0,"Recent revelations of new side-channel vulnerabilities in modern processors has made hardware security a first-order concern in processor design. We demonstrate how the Berkeley Out-of-Order Machine (BOOM), a generic open-source out-of-order RISC-V processor, is useful for studying the performance and security implications of microarchitectural mitigations for side-channel attacks. Two results are presented. First we replicate several basic variants of Spectre attacks which exploit the effects of speculative execution in the L1 data cache. We then implement a preliminary hardware mitigation for such attacks, demonstrate its effectiveness, and measure its impact on performance, and area. Compared to the baseline processor, our mitigation displays a 2% IPC improvement, a 2.5% area increase, and a 0.36% clock reduction in a 45nm process. To our knowledge, our work is the first available demonstration on an open-source RISC-V processor of speculative side-channel attacks and a potential hardware mitigation. Our methodology demonstrates the value of the open-source RISC-V hardware ecosystem for secure hardware research.",,,replicating and mitigating spectre attacks on a open source risc-v microarchitecture,
32,"R. Höller, Dominic Haselberger, Dominik Ballek, Peter Rössler, Markus Krapfenbauer, M. Linauer",Open-Source RISC-V Processor IP Cores for FPGAs — Overview and Evaluation,2019.0,,,,,222,8/22/24 15:04,,10.1109/MECO.2019.8760205,,,,,,,32,6.4,5,6,5.0,Advances in semiconductor miniaturization are an important driver for Field Programmable Gate Arrays (FPGAs) since their invention in the 1980s. The increasing number of available on chip logic resources on one hand and on the other hand a decrease in part costs let the FPGA market grow steadily in recent years. It comes thus at no surprise that more and more microprocessors are integrated into programmable logic devices as they represent the central functionality in many digital systems. In parallel to these technological developments the open-source hardware community grew steadily in the last two decades. More than hundred open-source CPU cores can thus be found and selecting a core for a design project has to be done with care. In this work we thus want to focus on open-source 32-bit CPU IP cores suitable for FPGAs and which support the upcoming free and open RISC-V instruction set architecture that has some interesting advantages when compared to commercial CPU cores (as will be outlined in the paper). An overview on available projects and activities will be given and evaluation results for a selection of cores will be presented.,,,open-source risc-v processor ip cores for fpgas — overview and evaluation,10.1109/meco.2019.8760205
31,"K. V. Gleissenthall, Rami Gökhan Kici, D. Stefan, Ranjit Jhala",IODINE: Verifying Constant-Time Execution of Hardware,2019.0,,,,,422,8/22/24 15:04,,,,,,,,,31,6.2,8,4,5.0,"To be secure, cryptographic algorithms crucially rely on the underlying hardware to avoid inadvertent leakage of secrets through timing side channels. Unfortunately, such timing channels are ubiquitous in modern hardware, due to its labyrinthine fast-paths and optimizations. A promising way to avoid timing vulnerabilities is to devise --- and verify --- conditions under which a hardware design is free of timing variability, i.e., executes in constant-time. In this paper, we present Iodine: a clock precise, constant-time approach to eliminating timing side channels in hardware. Iodine succeeds in verifying various open source hardware designs in seconds and with little developer effort. Iodine also discovered two constant-time violations: one in a floating-point unit and another one in an RSA encryption module.",,,iodine: verifying constant-time execution of hardware,
31,"Dayeol Lee, David Kohlbrenner, Shweta Shinde, D. Song, K. Asanović",Keystone: An Open Framework for Architecting TEEs,2019.0,,,,,486,8/22/24 15:04,,,,,,,,,31,6.2,6,5,5.0,"Trusted execution environments (TEEs) are being used in all the devices from embedded sensors to cloud servers and encompass a range of cost, power constraints, and security threat model choices. On the other hand, each of the current vendor-specific TEEs makes a fixed set of trade-offs with little room for customization. We present Keystone -- the first open-source framework for building customized TEEs. Keystone uses simple abstractions provided by the hardware such as memory isolation and a programmable layer underneath untrusted components (e.g., OS). We build reusable TEE core primitives from these abstractions while allowing platform-specific modifications and application features. We showcase how Keystone-based TEEs run on unmodified RISC-V hardware and demonstrate the strengths of our design in terms of security, TCB size, execution of a range of benchmarks, applications, kernels, and deployment models.",,,keystone: an open framework for architecting tees,
30,"C Priavolou, V Niaros",Assessing the openness and conviviality of open source technology: The case of the WikiHouse,2019.0,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/11/17/4746,https://scholar.google.com/scholar?cites=10472968910102258251&as_sdt=2005&sciodt=2007&hl=en,155,8/22/24 10:20,HTML,,,,,,,,30,6.0,15,2,5.0,… The emerging open source hardware (OSH) phenomenon is transferring open source … Although no sound empirical evidence has assessed the sustainability degree of a DGML …,https://www.mdpi.com/2071-1050/11/17/4746,https://scholar.google.com/scholar?q=related:S-JaTrx1V5EJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,assessing the openness and conviviality of open source technology: the case of the wikihouse,
