cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
30,"Evan Pezent, Brandon Cambio, M. O'Malley",Syntacts: Open-Source Software and Hardware for Audio-Controlled Haptics,2020.0,,,,,109,8/22/24 15:04,,10.1109/TOH.2020.3002696,,,,,,,30,7.5,10,3,4.0,"As vibrotactile feedback systems become increasingly commonplace, their application scenarios are becoming more complex. In this article, we present a method of vibrotactor control that accommodates emerging design requirements, namely large vibrotactor arrays that are capable of displaying complex waveforms. Our approach is based on control through digital audio interfaces. We describe a new open-source software and hardware package, Syntacts, that lowers the technical barrier to rendering vibrations with audio. We also present a tutorial on common control schemes with a discussion of their advantages and shortcomings. Our software is purpose-built to control arrays of vibrotactors with extremely low latency. In addition, Syntacts includes means to synthesize and sequence cues, and spatialize them on tactile arrays. The Syntacts Amplifier integrates with the audio hardware to provide high-quality analog signals to the tactors without adding excess noise to the system. Finally, we present results from a benchmarking study with Syntacts compared to commercially available systems.",,,syntacts: open-source software and hardware for audio-controlled haptics,10.1109/toh.2020.3002696
29,"Mario Frei, Chirag Deb, Ruben Stadler, Zoltan Nagy, Arno Schlueter",Wireless sensor network for estimating building performance,2020.0,Automation In Construction,Elsevier,,,93,8/22/24 16:58,Article,10.1016/j.autcon.2019.103043,0926-5805,,111.0,,,,29,7.25,6,5,4.0,"Accurate building energy assessments are often limited by inaccurate assumptions about the buildings' properties and occupant behavior. Many assessment methods use assumptions instead of measured data because it is cumbersome, time-intensive, and cost-intensive to acquire up-to-date, on-site measured data. This work bridges this gap by presenting the design of an open-source, wireless sensor network (WSN) that is easy to program, manufacture, modify, and deploy. The version of the WSN presented here measures air temperature, relative humidity, supply and return temperature of hot water from the heating system and the radiators, heat flux through the walls and the windows, luminosity, oil flow, electricity, window opening times, and CO2-concentration. The modularity of the WSN allows it to be extended with the addition of new types of sensors to the existing hardware framework. The data is streamed to an online database, allowing monitoring of the measurements in near real-time. The cost and performance of the sensor network are intended to be as good as or better than the existing solutions. The current cost for one temperature sensor node starts at 116 USD. The observed battery lifetime reaches up to a year for a five-minute sampling interval. The average installation time for a sensor node is 7 min. We describe the hardware architecture, software architecture, cost of the WSN, along with results from co-location tests, and a deployment in an occupied building.",,,wireless sensor network for estimating building performance,10.1016/j.autcon.2019.103043
29,N.G. Skrzypczak,Open source high-temperature RepRap for 3-D printing heat-sterilizable PPE and other applications,2020.0,HardwareX,,https://api.elsevier.com/content/article/eid/1-s2.0-S2468067220300390,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089798621&origin=inward,150,8/22/24 16:58,Article,10.1016/j.ohx.2020.e00130,2468-0672,https://api.elsevier.com/content/abstract/scopus_id/85089798621,8.0,,,,29,7.25,29,1,4.0,,,,open source high-temperature reprap for 3-d printing heat-sterilizable ppe and other applications,10.1016/j.ohx.2020.e00130
29,"Benjamin Ambrose, James M. Baxter, John Cully, Matthew Willmott, Elliot M Steele, Benji C. Bateman, M. Martin-Fernandez, A. Cadby, J. Shewring, Marleen Aaldering, Timothy D. Craggs",The smfBox is an open-source platform for single-molecule FRET,2020.0,,,,,198,8/22/24 15:04,,10.1038/s41467-020-19468-4,,,,,,,29,7.25,3,11,4.0,,,,the smfbox is an open-source platform for single-molecule fret,10.1038/s41467-020-19468-4
28,"Noah G. Skrzypczak, Nagendra G. Tanikella, Joshua M. Pearce",Open source high-temperature RepRap for 3-D printing heat-sterilizable PPE and other applications,2020.0,Hardwarex,Elsevier,,,97,8/22/24 16:58,Article,10.1016/j.ohx.2020.e00130,2468-0672,,8.0,,,,28,7.0,9,3,4.0,"Thermal sterilization is generally avoided for 3-D printed components because of the relatively low deformation temperatures for common thermoplastics used for material extrusion-based additive manufacturing. 3-D printing materials required for high-temperature heat sterilizable components for COVID-19 and other applications demands 3-D printers with heated beds, hot ends that can reach higher temperatures than polytetrafluoroethylene (PTFE) hot ends and heated chambers to avoid part warping and delamination. There are several high temperature printers on the market, but their high costs make them inaccessible for full home-based distributed manufacturing required during pandemic lockdowns. To allow for all these requirements to be met for under $1000, the Cerberus - an open source three-headed self-replicating rapid prototyper (RepRap) was designed and tested with the following capabilities: i) 200 degrees C-capable heated bed, ii) 500 degrees C-capable hot end, iii) isolated heated chamber with 1 kW space heater core and iv) mains voltage chamber and bed heating for rapid start. The Cereberus successfully prints polyetherketoneketone (PEKK) and polyetherimide (PEI, ULTEM) with tensile strengths of 77.5 and 80.5 MPa, respectively. As a case study, open source face masks were 3-D printed in PEKK and shown not to warp upon widely home-accessible oven-based sterilization. (C) 2020 The Author(s). Published by Elsevier Ltd.",,,open source high-temperature reprap for 3-d printing heat-sterilizable ppe and other applications,10.1016/j.ohx.2020.e00130
28,S.M. Kim,Applications of the open-source hardware Arduino platform in the mining industry: A review,2020.0,Applied Sciences (Switzerland),,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088559497&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088559497&origin=inward,158,8/22/24 16:58,Review,10.3390/app10145018,2076-3417,https://api.elsevier.com/content/abstract/scopus_id/85088559497,10.0,14.0,,,28,7.0,28,1,4.0,,,,applications of the open-source hardware arduino platform in the mining industry: a review,10.3390/app10145018
27,"J. Ramírez-Faz, L. M. Fernández-Ahumada, E. Fernández-Ahumada, R. López-Luque",Monitoring of Temperature in Retail Refrigerated Cabinets Applying IoT Over Open-Source Hardware and Software,2020.0,,,,,15,8/22/24 15:04,,10.3390/s20030846,,,,,,,27,6.75,7,4,4.0,"The control of refrigeration in the food chain is fundamental at all stages, with special emphasis on the retail stage. The implementation of information and communication technologies (IoT, open-source hardware and software, cloud computing, etc.) is representing a revolution in the operational paradigm of food control. This paper presents a low-cost IoT solution, based on free hardware and software, for monitoring the temperature in refrigerated retail cabinets. Specifically, the use of the ESP-8266-Wi-Fi microcontroller with DS18B20 temperature sensors is proposed. The ThingSpeak IoT platform is used to store and process data in the cloud. The solution presented is robust, affordable, and flexible, allowing to extend the scope of supervising other relevant parameters in the operating process (light control, energy efficiency, consumer presence, etc.).",,,monitoring of temperature in retail refrigerated cabinets applying iot over open-source hardware and software,10.3390/s20030846
27,A.S. Samokhin,Syringe Pump Created using 3D Printing Technology and Arduino Platform,2020.0,Journal of Analytical Chemistry,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082929646&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082929646&origin=inward,162,8/22/24 16:58,Article,10.1134/S1061934820030156,1061-9348,https://api.elsevier.com/content/abstract/scopus_id/85082929646,75.0,3.0,416.0,421.0,27,6.75,27,1,4.0,,,,syringe pump created using 3d printing technology and arduino platform,10.1134/s1061934820030156
27,Y. Bouteraa,Design and control of an exoskeleton robot with EMG-driven electrical stimulation for upper limb rehabilitation,2020.0,Industrial Robot,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085064374&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085064374&origin=inward,161,8/22/24 16:58,Article,10.1108/IR-02-2020-0041,0143-991X,https://api.elsevier.com/content/abstract/scopus_id/85085064374,47.0,4.0,489.0,501.0,27,6.75,27,1,4.0,,,,design and control of an exoskeleton robot with emg-driven electrical stimulation for upper limb rehabilitation,10.1108/ir-02-2020-0041
27,"José Ramírez-Faz, Luis Manuel Fernández-Ahumada, Elvira Fernández-Ahumada, Rafael López-Luque",Monitoring of Temperature in Retail Refrigerated Cabinets Applying IoT Over Open-Source Hardware and Software,2020.0,Sensors,MDPI AG,http://dx.doi.org/10.3390/s20030846,,454,8/22/24 15:14,journal-article,10.3390/s20030846,1424-8220,,20.0,3.0,846.0,846.0,27,6.75,7,4,4.0,"The control of refrigeration in the food chain is fundamental at all stages, with special emphasis on the retail stage. The implementation of information and communication technologies (IoT, open-source hardware and software, cloud computing, etc.) is representing a revolution in the operational paradigm of food control. This paper presents a low-cost IoT solution, based on free hardware and software, for monitoring the temperature in refrigerated retail cabinets. Specifically, the use of the ESP-8266-Wi-Fi microcontroller with DS18B20 temperature sensors is proposed. The ThingSpeak IoT platform is used to store and process data in the cloud. The solution presented is robust, affordable, and flexible, allowing to extend the scope of supervising other relevant parameters in the operating process (light control, energy efficiency, consumer presence, etc.).",https://www.mdpi.com/1424-8220/20/3/846/pdf,,monitoring of temperature in retail refrigerated cabinets applying iot over open-source hardware and software,10.3390/s20030846
26,"Sung-Min Kim, Yosoon Choi, Jangwon Suh",Applications of the Open-Source Hardware Arduino Platform in the Mining Industry: A Review,2020.0,Applied Sciences,MDPI AG,http://dx.doi.org/10.3390/app10145018,,469,8/22/24 15:14,journal-article,10.3390/app10145018,2076-3417,,10.0,14.0,5018.0,5018.0,26,6.5,9,3,4.0,"In this study, applications of the Arduino platform in the mining industry were reviewed. Arduino, a representative and popular open-source hardware, can acquire information from various sensors, transmit data using communication technology, and control devices through actuators. The review was conducted by classifying previous studies into three types of Arduino applications: field monitoring systems, wearable systems, and autonomous systems. With regard to field monitoring systems, most studies in mines were classified as atmospheric or geotechnical monitoring. In wearable systems, the health status of the miner was an important consideration, in addition to the environmental conditions of the mine. Arduino can be a useful tool as an initial prototype for autonomous mine systems. Arduino has advantages in that it can be combined with various electronic products and is cost-effective. Therefore, although many studies have been conducted in the laboratory (as opposed to field tests), Arduino applications can be further expanded in the mining field in the future.",https://www.mdpi.com/2076-3417/10/14/5018/pdf,,applications of the open-source hardware arduino platform in the mining industry: a review,10.3390/app10145018
25,"Aliaksei Petsiuk, Nagendra G. Tanikella, Samantha Dertinger, Adam Pringle, Shane Oberloier, Joshua M. Pearce",Partially RepRapable automated open source bag valve mask-based ventilator,2020.0,Hardwarex,Elsevier,,,108,8/22/24 16:58,Article,10.1016/j.ohx.2020.e00131,2468-0672,,8.0,,,,25,6.25,4,6,4.0,"This study describes the development of a simple and easy-to-build portable automated bag valve mask (BVM) compression system, which, during acute shortages and supply chain disruptions can serve as a temporary emergency ventilator. The resuscitation system is based on the Arduino controller with a real-time operating system installed on a largely RepRap 3-D printable parametric component-based structure. The cost of the materials for the system is under $170, which makes it affordable for replication by makers around the world. The device provides a controlled breathing mode with tidal volumes from 100 to 800 mL, breathing rates from 5 to 40 breaths/minute, and inspiratory-to-expiratory ratio from 1:1 to 1:4. The system is designed for reliability and scalability of measurement circuits through the use of the serial peripheral interface and has the ability to connect additional hardware due to the object-oriented algorithmic approach. Experimental results after testing on an artificial lung for peak inspiratory pressure (PIP), respiratory rate (RR), positive end-expiratory pressure (PEEP), tidal volume, proximal pressure, and lung pressure demonstrate repeatability and accuracy exceeding human capabilities in BVM-based manual ventilation. Future work is necessary to further develop and test the system to make it acceptable for deployment outside of emergencies such as with COVID-19 pandemic in clinical environments, however, the nature of the design is such that desired features are relatively easy to add using protocols and parametric design files provided. (C) 2020 The Authors. Published by Elsevier Ltd.",,,partially reprapable automated open source bag valve mask-based ventilator,10.1016/j.ohx.2020.e00131
24,A. Jönsson,"The FAST Pump, a low-cost, easy to fabricate, SLA-3D-printed peristaltic pump for multi-channel systems in any lab",2020.0,HardwareX,,https://api.elsevier.com/content/article/eid/1-s2.0-S2468067220300249,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086632472&origin=inward,187,8/22/24 16:58,Article,10.1016/j.ohx.2020.e00115,2468-0672,https://api.elsevier.com/content/abstract/scopus_id/85086632472,8.0,,,,24,6.0,24,1,4.0,,,,"the fast pump, a low-cost, easy to fabricate, sla-3d-printed peristaltic pump for multi-channel systems in any lab",10.1016/j.ohx.2020.e00115
24,J. Ramírez-Faz,Monitoring of temperature in retail refrigerated cabinets applying iot over open-source hardware and software,2020.0,Sensors (Switzerland),,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079080851&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079080851&origin=inward,189,8/22/24 16:58,Article,10.3390/s20030846,1424-8220,https://api.elsevier.com/content/abstract/scopus_id/85079080851,20.0,3.0,,,24,6.0,24,1,4.0,,,,monitoring of temperature in retail refrigerated cabinets applying iot over open-source hardware and software,10.3390/s20030846
24,"Amartya Mukherjee, Prateeti Mukherjee, Nilanjan Dey, Debashis De, B. K. Panigrahi",Lightweight sustainable intelligent load forecasting platform for smart grid applications,2020.0,Sustainable Computing-Informatics & Systems,Elsevier,,,114,8/22/24 16:58,Article,10.1016/j.suscom.2019.100356,2210-5379,,25.0,,,,24,6.0,5,5,4.0,"With the global electricity demand witnessing a 3.1 percent jump in 2017, there is an increasing need for incorporating intermittent renewable energy sources and other alternative supply/demand management strategies into the supply grid networks. Short-term load forecasting models enable prediction of future power consumption, thereby encouraging shifting of loads and optimizing the use of stochastic power sources and stored energy. To make the electric grid system smart and sustainable, two-way communication between the utility and consumers must be set up and the working equipment must respond digitally to the quickly changing electric demand. The proposed work exploits the power of embedded systems to design a low-cost solution for interconnecting electrical and electronic devices, controlled by the intelligent Internet of Things (IoT) paradigms. This work primarily focuses on implementing standard regression and machine learning-based architectures for smart grid load analysis and forecasting. A state of the art ecosystem for a portable load forecasting device is proposed by means of low-cost, open-source hardware that is experimentally found to be functioning with a high degree of accuracy. Further, the performance of the classical and advanced machine learning models, emulated on the device, are analyzed on the basis of various parameters, including error percentage, execution time, CPU core temperatures, and resource utilization. Overall impressive performance is demonstrated by some specific machine learning models which are considered to be suitable for the proposed framework. (C) 2019 Elsevier Inc. All rights reserved.",,,lightweight sustainable intelligent load forecasting platform for smart grid applications,10.1016/j.suscom.2019.100356
24,F. Tschopp,VersaVIS—an open versatile multi-camera visual-inertial sensor suite,2020.0,Sensors (Switzerland),,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081131062&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081131062&origin=inward,188,8/22/24 16:58,Article,10.3390/s20051439,1424-8220,https://api.elsevier.com/content/abstract/scopus_id/85081131062,20.0,5.0,,,24,6.0,24,1,4.0,,,,versavis—an open versatile multi-camera visual-inertial sensor suite,10.3390/s20051439
23,"F Laport, A Dapena, PM Castro, ...",A prototype of EEG system for IoT,2020.0,… journal of neural …,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0129065720500185,https://scholar.google.com/scholar?cites=5768307255773302274&as_sdt=2005&sciodt=2007&hl=en,267,8/22/24 10:20,,10.1142/S0129065720500185,,,,,,,23,5.75,6,4,4.0,"… In this work, we develop open source hardware and software for eye state classification and integrate it with a protocol for the Internet of Things (IoT). We design and build the hardware …",https://www.worldscientific.com/doi/pdf/10.1142/S0129065720500185,https://scholar.google.com/scholar?q=related:Ag6tJ-MkDVAJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,a prototype of eeg system for iot,10.1142/s0129065720500185
23,"Yassine Bouteraa, Ismail Ben Abdallah, Ahmed Elmogy",Design and control of an exoskeleton robot with EMG-driven electrical stimulation for upper limb rehabilitation,2020.0,Industrial Robot-The International Journal Of Robotics Research And Application,Emerald Group Publishing Ltd,,,117,8/22/24 16:58,Article,10.1108/IR-02-2020-0041,0143-991X,,47.0,4.0,489.0,501.0,23,5.75,8,3,4.0,"Purpose The purpose of this paper is to design and develop a new robotic device for the rehabilitation of the upper limbs. The authors are focusing on a new symmetrical robot which can be used to rehabilitate the right upper limb and the left upper limb. The robotic arm can be automatically extended or reduced depending on the measurements of the patient's arm. The main idea is to integrate electrical stimulation into motor rehabilitation by robot. The goal is to provide automatic electrical stimulation based on muscle status during the rehabilitation process. Design/methodology/approach The developed robotic arm can be automatically extended or reduced depending on the measurements of the patient's arm. The system merges two rehabilitation strategies: motor rehabilitation and electrical stimulation. The goal is to take the advantages of both approaches. Electrical stimulation is often used for building muscle through endurance, resistance and strength exercises. However, in the proposed approach the electrical stimulation is used for recovery, relaxation and pain relief. In addition, the device includes an electromyography (EMG) muscle sensor that records muscle activity in real time. The control architecture provides the ability to automatically activate the appropriate stimulation mode based on the acquired EMG signal. The system software provides two modes for stimulation activation: the manual preset mode and the EMG driven mode. The program ensures traceability and provides the ability to issue a patient status monitoring report. Findings The developed robotic device is symmetrical and reconfigurable. The presented rehabilitation system includes a muscle stimulator associated with the robot to improve the quality of the rehabilitation process. The integration of neuromuscular electrical stimulation into the physical rehabilitation process offers effective rehabilitation sessions for neuromuscular recovery of the upper limb. A laboratory-made stimulator is developed to generate three modes of stimulation: pain relief, massage and relaxation. Through the control software interface, the physiotherapist can set the exercise movement parameters, define the stimulation mode and record the patient training in real time. Research limitations/implications There are certain constraints when applying the proposed method, such as the sensitivity of the acquired EMG signals. This involves the use of professional equipment and mainly the implementation of sophisticated algorithms for signal extraction. Practical implications Functional electrical stimulation and robot-based motor rehabilitation are the most important technologies applied in post-stroke rehabilitation. The main objective of integrating robots into the rehabilitation process is to compensate for the functions lost in people with physical disabilities. The stimulation technique can be used for recovery, relaxation and drainage and pain relief. In this context, the idea is to integrate electrical stimulation into motor rehabilitation based on a robot to obtain the advantages of the two approaches to further improve the rehabilitation process. The introduction of this type of robot also makes it possible to develop new exciting assistance devices. Originality/value The proposed design is symmetrical, reconfigurable and light, covering all the joints of the upper limbs and their movements. In addition, the developed platform is inexpensive and a portable solution based on open source hardware platforms which opens the way to more extensions and developments. Electrical stimulation is often used to improve motor function and restore loss of function. However, the main objective behind the proposed stimulation in this paper is to recover after effort. The novelty of the proposed solution is to integrate the electrical stimulation powered by EMG in robotic rehabilitation.",,,design and control of an exoskeleton robot with emg-driven electrical stimulation for upper limb rehabilitation,10.1108/ir-02-2020-0041
23,"Ismo T. S. Heikkinen, H. Savin, J. Partanen, J. Seppälä, Joshua M. Pearce",Towards national policy for open source hardware research: The case of Finland,2020.0,,,,,24,8/22/24 15:04,,10.1016/j.techfore.2020.119986,,,,,,,23,5.75,5,5,4.0,,,,towards national policy for open source hardware research: the case of finland,10.1016/j.techfore.2020.119986
21,"Alexander Jonsson, Arianna Toppi, Martin Dufva","The FAST Pump, a low-cost, easy to fabricate, SLA-3D-printed peristaltic pump for multi-channel systems in any lab",2020.0,Hardwarex,Elsevier,,,127,8/22/24 16:58,Article,10.1016/j.ohx.2020.e00115,2468-0672,,8.0,,,,21,5.25,7,3,4.0,"With the increasing interest in high throughput screening and parallel assays, laboratories around the world inevitably find themselves in need of driving a multitude of fluid lines to facilitate their large scale studies. The comparatively low cost and no-fluid-contact design of peristaltic pumps make them the go-to systems for such ventures, but using commercially available pumping systems this still becomes a costly endeavor at typically $250-$1000 per pump line. Here we have developed an alternative, a peristaltic pump that can be fabricated in most research laboratories using 3D-printing and readily available off-the-shelf parts. The pump features 8 parallel channels with linear ranges spanning from 0.7 mL/min to 6 mL/min. The pump can be fabricated and assembled by anyone with access to a 3D-printer at a cost of less than $45 per channel and is driven by a stepper motor that connects directly to any computer. This device has the potential to be disruptive in areas such as drug screening and assay development, as well as lab-on-a-chip applications and cell cultivation, where it significantly reduces hardware expenses and allows for construction of more comprehensive fluidic systems at a fraction of current costs. (C) 2020 The Author(s). Published by Elsevier Ltd.",,,"the fast pump, a low-cost, easy to fabricate, sla-3d-printed peristaltic pump for multi-channel systems in any lab",10.1016/j.ohx.2020.e00115
20,"Benjamin Ambrose, James M. Baxter, John Cully, Matthew Willmott, Elliot M. Steele, Benji C. Bateman, Marisa L. Martin-Fernandez, Ashley Cadby, Jonathan Shewring, Marleen Aaldering, Timothy D. Craggs",The smfBox is an open-source platform for single-molecule FRET,2020.0,Nature Communications,Nature Research,,,133,8/22/24 16:58,Article,10.1038/s41467-020-19468-4,2041-1723,,11.0,1.0,,,20,5.0,2,11,4.0,"Single-molecule Forster Resonance Energy Transfer (smFRET) is a powerful technique capable of resolving both relative and absolute distances within and between structurally dynamic biomolecules. High instrument costs, and a lack of open-source hardware and acquisition software have limited smFRET's broad application by non-specialists. Here, we present the smfBox, a cost-effective confocal smFRET platform, providing detailed build instructions, open-source acquisition software, and full validation, thereby democratising smFRET for the wider scientific community. Broad uptake of smFRET has been hindered by high instrument costs and a lack of open-source hardware and acquisition software. Here, the authors present the smfBox, a cost-effective open-source platform capable of measuring precise FRET efficiencies between dyes on freely diffusing single molecules.",,,the smfbox is an open-source platform for single-molecule fret,10.1038/s41467-020-19468-4
20,"J. Bonvoisin, Jenny Molloy, Martin Haeuer, Tobias Wenzel",Standardisation of practices in Open Source Hardware,2020.0,,,,,16,8/22/24 15:04,,10.5334/JOH.22,,,,,,,20,5.0,5,4,4.0,"Standardisation is an important component in the maturation of any field of technology. It contributes to the formation of a recognisable identity and enables interactions with a wider community. This article reviews past and current standardisation initiatives in the field of Open Source Hardware (OSH). While early initiatives focused on aspects such as licencing, intellectual property and documentation formats, recent efforts extend to ways for users to exercise their rights under open licences and to keep OSH projects discoverable and accessible online. We specifically introduce two standards that are currently being released and call for early users and contributors, the DIN SPEC 3105 and the Open Know How Manifest Specification. Finally, we reflect on challenges around standardisation in the community and relevant areas for future development such as an open tool chain, modularity and hardware specific interface standards.",,,standardisation of practices in open source hardware,10.5334/joh.22
20,Joshua M. Pearce,Distributed Manufacturing of Open Source Medical Hardware for Pandemics,2020.0,Journal of Manufacturing and Materials Processing,MDPI AG,http://dx.doi.org/10.3390/jmmp4020049,,206,8/22/24 15:14,journal-article,10.3390/jmmp4020049,2504-4494,,4.0,2.0,49.0,49.0,20,5.0,20,1,4.0,"Distributed digital manufacturing offers a solution to medical supply and technology shortages during pandemics. To prepare for the next pandemic, this study reviews the state-of-the-art of open hardware designs needed in a COVID-19-like pandemic. It evaluates the readiness of the top twenty technologies requested by the Government of India. The results show that the majority of the actual medical products have some open source development, however, only 15% of the supporting technologies required to produce them are freely available. The results show there is still considerable research needed to provide open source paths for the development of all the medical hardware needed during pandemics. Five core areas of future research are discussed, which include (i) technical development of a wide-range of open source solutions for all medical supplies and devices, (ii) policies that protect the productivity of laboratories, makerspaces, and fabrication facilities during a pandemic, as well as (iii) streamlining the regulatory process, (iv) developing Good-Samaritan laws to protect makers and designers of open medical hardware, as well as to compel those with knowledge that will save lives to share it, and (v) requiring all citizen-funded research to be released with free and open source licenses.",https://www.mdpi.com/2504-4494/4/2/49/pdf,,distributed manufacturing of open source medical hardware for pandemics,10.3390/jmmp4020049
20,"Sung-Min Kim, Yosoon Choi, Jangwon Suh",Applications of the Open-Source Hardware Arduino Platform in the Mining Industry: A Review,2020.0,Applied Sciences-Basel,Mdpi,,,136,8/22/24 16:58,Review,10.3390/app10145018,2076-3417,,10.0,14.0,,,20,5.0,7,3,4.0,"In this study, applications of the Arduino platform in the mining industry were reviewed. Arduino, a representative and popular open-source hardware, can acquire information from various sensors, transmit data using communication technology, and control devices through actuators. The review was conducted by classifying previous studies into three types of Arduino applications: field monitoring systems, wearable systems, and autonomous systems. With regard to field monitoring systems, most studies in mines were classified as atmospheric or geotechnical monitoring. In wearable systems, the health status of the miner was an important consideration, in addition to the environmental conditions of the mine. Arduino can be a useful tool as an initial prototype for autonomous mine systems. Arduino has advantages in that it can be combined with various electronic products and is cost-effective. Therefore, although many studies have been conducted in the laboratory (as opposed to field tests), Arduino applications can be further expanded in the mining field in the future.",,,applications of the open-source hardware arduino platform in the mining industry: a review,10.3390/app10145018
20,A. S. Samokhin,Syringe Pump Created using 3D Printing Technology and Arduino Platform,2020.0,Journal Of Analytical Chemistry,Pleiades Publishing Inc,,,138,8/22/24 16:58,Article,10.1134/S1061934820030156,1061-9348,,75.0,3.0,416.0,421.0,20,5.0,20,1,4.0,"An open-source syringe pump has been developed for use in the analytical laboratory. Most pump parts are made on a 3D printer. Other parts (lead screw, guide rods, stepper motor, bearings, electronic components) are purchased in specialized stores. The control panel is based on the Arduino UNO. Device interaction, any settings changes, and operating mode selection are carried out using the LCD Keypad Shield (no computer connection required). The program for the microcontroller is written in Arduino IDE. Assembling the syringe pump takes several hours and requires almost no soldering. Universal clamp allows installing any syringe with a diameter of 6 to 25 mm. The syringe pump can both infuse the liquid and refill the empty syringe. To evaluate the analytical characteristics, a 10-mL glass syringe (Kloehn) was used. The dispensed volume was 1 and 5 mL. The systematic error was less than 0.1%, and the random one was less than 3 mu L. Project files are available at: http://www.mass-spec.ru/projects/diy/syringe_pump/eng/..",,,syringe pump created using 3d printing technology and arduino platform,10.1134/s1061934820030156
20,"I. T. S. Heikkinen, H. Savin, J. Partanen, J. Seppala, J. M. Pearce",Towards national policy for open source hardware research: The case of Finland,2020.0,Technological Forecasting And Social Change,Elsevier Science Inc,,,137,8/22/24 16:58,Article,10.1016/j.techfore.2020.119986,0040-1625,,155.0,,,,20,5.0,4,5,4.0,"Free and open-source hardware (FOSH) is rapidly gaining momentum because it provides customized research hardware with over 90% savings compared to the costs of proprietary tools. However, the focused skill sets of researchers who aim to facilitate their own research limit FOSH complexity. The most expensive research equipment normally requires an interdisciplinary team. To overcome this complexity barrier and obtain large returns on investment for research funders by replacing the most expensive proprietary research equipment with FOSH, new development funding mechanisms are needed. To guide such research policy, this paper provides the first analysis of the strategic national benefit of applying the FOSH approach to major research equipment for any nation. The results of an example analysis for a single nation indicate Finland's science funders could save between 2.84-27.7m(sic)/year directly on scientific equipment purchases if research hardware is converted to FOSH and the nation would likely garner the well-established concomitant benefits of increased research innovation within their economy. Finally, a detailed generalized model for determining national research policy in hardware development is derived and research policy mechanisms for accelerating FOSH deployment and greater accessibility to research equipment are discussed.",,,towards national policy for open source hardware research: the case of finland,10.1016/j.techfore.2020.119986
19,"Jérémy Bonvoisin, Jenny Molloy, Martin Häuer, Tobias Wenzel",Standardisation of Practices in Open Source Hardware,2020.0,Journal of Open Hardware,"University of Western Ontario, Western Libraries",http://dx.doi.org/10.5334/joh.22,,11,8/22/24 15:14,journal-article,10.5334/joh.22,2514-1708,,4.0,1.0,,,19,4.75,5,4,4.0,,https://doi.org/10.5334/joh.22,,standardisation of practices in open source hardware,10.5334/joh.22
17,"I.T.S. Heikkinen, H. Savin, J. Partanen, J. Seppälä, J.M. Pearce",Towards national policy for open source hardware research: The case of Finland,2020.0,Technological Forecasting and Social Change,Elsevier BV,http://dx.doi.org/10.1016/j.techfore.2020.119986,,501,8/22/24 15:14,journal-article,10.1016/j.techfore.2020.119986,0040-1625,,155.0,,119986.0,119986.0,17,4.25,3,5,4.0,,https://api.elsevier.com/content/article/PII:S0040162518313878,,towards national policy for open source hardware research: the case of finland,10.1016/j.techfore.2020.119986
